0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
0xa0ce8139545b5a6e34fa392164f89b7844346efdbe81b455560c2f0eba30c48d,0.01
